price,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,sold_year,sold_month
2125000,Monterey,2,3,2,468,House,4532,37232,1.152,-33.97235,151.14822,5,0.1,197.9,13.19,2021.0,3.0
2310000,Normanhurst,3,5,2,766,House,5290,38688,2.191,-33.72338,151.09579,180,0.1,197.9,18.95,2021.0,5.0
1103000,Kings Park,2,6,1,795,House,3453,43420,2.605,-33.7437,150.9059,57,0.1,210.1,31.21,2021.0,8.0
542000,Toukley,2,3,1,170,Apartment / Unit / Flat,4550,25844,3.683,-33.25799,151.54324,4,1.5,174.2,74.11,2017.0,8.0
1000000,Werrington,2,4,2,450,House,4031,33436,4.508,-33.75876,150.75061,31,0.1,210.1,44.13,2021.0,7.0
1030000,Bossley Park,3,5,2,552,House,14585,25012,4.536,-33.86202,150.88392,56,1.5,154.2,30.17,2019.0,2.0
1670000,Elanora Heights,2,4,2,800,House,4357,44460,3.877,-33.70172,151.27318,105,2.0,150.9,19.05,2016.0,2.0
1467000,Fairfield Heights,2,3,2,769,House,7517,20696,1.474,-33.86713,150.94148,34,0.1,197.9,24.84,2021.0,11.0
1810000,West Pennant Hills,1,3,1,1056,House,16374,45500,9.292,-33.74763,151.03335,109,0.1,220.1,20.91,2021.0,11.0
1552000,Clemton Park,2,4,4,486,House,1666,26572,0.369,-33.92577,151.10309,28,0.1,197.9,11.95,2021.0,4.0
1090000,Kings Park,1,4,1,702,House,3453,43420,2.605,-33.7437,150.9059,57,0.1,220.1,31.21,2021.0,10.0
1305000,Georges Hall,2,4,4,278,Semi-Detached,9038,29640,3.323,-33.90761,150.98902,23,0.1,220.1,20.97,2021.0,11.0
1183000,Cranebrook,3,5,2,568,House,15759,40716,14.949,-33.70698,150.70828,48,0.1,220.1,49.66,2021.0,9.0
608000,Gymea,1,2,1,103,Apartment / Unit / Flat,7589,42900,2.185,-34.03656,151.0841,74,0.25,165.9,22.29,2020.0,5.0
1042000,Engadine,2,3,2,651,House,17375,41756,9.233,-34.05778,151.01793,147,1.5,169.8,27.77,2018.0,4.0
1200000,Sydney,1,1,0,69,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,0.1,220.1,0.31,2021.0,12.0
1125000,Plumpton,3,5,2,525,House,9209,35620,2.958,-33.75211,150.83639,58,0.1,210.1,36.79,2021.0,8.0
633000,Bateau Bay,1,3,1,799,House,12146,30316,6.938,-33.38486,151.47128,31,0.25,172.6,58.53,2020.0,10.0
1100000,Belmore,3,4,2,325,Semi-Detached,12718,26208,2.731,-33.91942,151.08774,32,0.25,167.6,12.8,2020.0,6.0
485000,Toukley,1,3,1,506,House,4550,25844,3.683,-33.25799,151.54324,4,1.5,174.2,74.11,2017.0,7.0
730500,Narellan Vale,3,4,2,550,House,7193,40352,2.481,-34.05177,150.74372,98,1.75,159.3,47.8,2016.0,6.0
2150000,Crows Nest,0,0,0,186,House,4798,70304,0.762,-33.82557,151.20362,97,0.1,220.1,4.43,2021.0,9.0
3550000,East Killara,4,4,2,1012,House,2978,38428,3.19,-33.75738,151.18183,78,0.1,197.9,12.23,2021.0,5.0
805000,Pemulwuy,2,3,1,355,House,5009,52832,3.777,-33.82108,150.92398,57,1.5,153.5,26.91,2019.0,5.0
689000,Revesby,2,3,1,220,Townhouse,14176,31616,5.608,-33.94767,151.01233,14,2.0,155.2,20.44,2016.0,3.0
3410000,Monterey,2,4,4,547,House,4532,37232,1.152,-33.97235,151.14822,5,0.1,220.1,13.19,2021.0,11.0
1060000,Narara,2,4,2,638,House,7934,34632,8.242,-33.39553,151.33681,10,0.1,220.1,53.4,2021.0,12.0
805000,Ettalong Beach,2,3,2,518,House,4793,25792,1.777,-33.51595,151.33432,6,1.5,166.6,40.41,2018.0,6.0
1385000,The Ponds,0,0,0,506,Vacant land,11731,53716,4.654,-33.70612,150.90622,54,0.1,220.1,33.2,2021.0,11.0
1100000,Cecil Hills,3,4,2,835,House,7018,34944,6.218,-33.88752,150.84426,63,1.5,167.6,33.92,2016.0,10.0
1210000,Earlwood,3,4,3,315,House,17741,35412,5.609,-33.92492,151.13127,33,0.25,172.6,9.84,2020.0,10.0
1510000,Grays Point,2,4,2,573,House,3125,47268,1.319,-34.05591,151.08069,11,0.1,220.1,24.3,2021.0,9.0
925000,The Ponds,2,4,2,295,New House & Land,11731,53716,4.654,-33.70612,150.90622,54,1.77,155.2,33.2,2016.0,5.0
3700000,Gladesville,2,4,2,747,House,11827,48568,3.507,-33.82789,151.12645,46,0.1,220.1,8.76,2021.0,11.0
480000,Chittaway Bay,2,4,2,468,House,2028,31668,1.116,-33.32678,151.44557,3,2.0,150.9,63.59,2016.0,1.0
1725000,Enmore,3,3,0,95,House,3880,53872,0.442,-33.90021,151.16983,30,0.1,210.1,5.37,2021.0,8.0
1180000,Turramurra,2,3,2,233,Apartment / Unit / Flat,11919,49920,6.001,-33.73444,151.12793,183,1.5,166.6,16.36,2018.0,6.0
2000000,East Lindfield,1,3,1,815,House,3711,47788,2.331,-33.76741,151.18832,107,1.5,153.5,11.02,2019.0,4.0
2065000,Ashbury,1,4,2,433,House,3329,38636,1.031,-33.90113,151.11777,21,0.1,220.1,9.41,2021.0,11.0
1200000,Clareville,2,3,2,696,House,742,57148,0.504,-33.63655,151.31075,50,1.0,159.0,27.02,2019.0,8.0
891000,Winston Hills,2,3,1,556,House,11674,40352,4.739,-33.77692,150.98008,77,1.5,176.6,23.42,2017.0,5.0
1050000,Auburn,2,4,5,474,House,37366,22568,8.564,-33.85787,151.02827,33,0.1,197.9,16.83,2021.0,3.0
820000,Greystanes,2,3,2,556,House,22802,33800,8.969,-33.82378,150.93855,62,1.52,159.3,25.53,2016.0,8.0
1136000,Chester Hill,1,2,1,607,House,12814,23504,3.976,-33.88004,150.99733,46,0.1,220.1,19.74,2021.0,9.0
2000000,Ermington,2,4,3,1176,House,10737,33644,4.135,-33.8105,151.06162,40,0.1,210.1,15.0,2021.0,7.0
2640000,Clovelly,3,5,0,234,House,4736,67236,0.786,-33.91153,151.26289,28,0.1,183.1,7.11,2021.0,1.0
700000,Saratoga,2,4,3,566,House,3938,36244,2.373,-33.47576,151.3525,7,1.5,174.0,45.17,2017.0,10.0
3050000,Rushcutters Bay,2,3,2,228,Apartment / Unit / Flat,2547,63284,0.157,-33.87457,151.22752,18,1.5,174.0,1.94,2017.0,9.0
1550000,Castle Hill,0,0,0,2046,Vacant land,39594,40924,18.81,-33.72933,150.99777,112,0.25,167.6,24.76,2020.0,6.0
1585000,Glebe,3,3,1,97,House,11532,43368,1.693,-33.87781,151.18626,29,0.25,167.6,2.6,2020.0,6.0
5000000,Kogarah Bay,3,5,4,942,House,2022,36504,0.665,-33.9826,151.12424,19,1.5,169.8,15.25,2018.0,3.0
766000,Revesby,1,3,1,556,House,14176,31616,5.608,-33.94767,151.01233,14,2.0,155.2,20.44,2016.0,4.0
2725000,Sans Souci,4,5,2,570,House,10304,37336,3.065,-33.99452,151.13524,3,1.5,167.6,15.92,2016.0,12.0
2260000,Gymea Bay,3,4,4,888,House,6892,44460,2.405,-34.04951,151.08733,67,0.1,220.1,23.38,2021.0,11.0
1215000,Quakers Hill,2,3,2,587,House,27080,40196,9.727,-33.72826,150.88995,40,0.1,220.1,33.29,2021.0,12.0
920000,Glenbrook,2,4,2,705,House,5051,43992,6.995,-33.76592,150.62573,199,1.5,174.0,55.19,2017.0,11.0
670000,The Entrance,2,3,2,398,House,4006,26572,1.655,-33.34383,151.4961,15,1.5,174.2,63.63,2017.0,6.0
1025000,Sydney,2,2,1,129,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,0.1,220.1,0.31,2021.0,12.0
2200000,Grays Point,1,3,4,797,House,3125,47268,1.319,-34.05591,151.08069,11,1.5,166.6,24.3,2018.0,7.0
1594000,Rozelle,1,3,0,112,House,8725,75764,1.834,-33.86465,151.17428,17,0.1,220.1,3.3,2021.0,12.0
3510000,Castle Cove,2,4,2,759,House,2554,50856,2.343,-33.78592,151.21481,78,0.1,220.1,8.8,2021.0,9.0
1975000,Port Hacking,2,4,2,923,House,1093,55120,0.407,-34.06694,151.1244,52,0.25,172.6,23.74,2020.0,11.0
1650000,Bangor,2,4,2,650,House,5568,44096,3.922,-34.01671,151.03226,100,0.1,220.1,23.5,2021.0,12.0
1550000,North Turramurra,1,3,2,961,House,4257,42484,11.614,-33.69054,151.15407,169,2.0,150.9,20.05,2016.0,2.0
2120000,Forest Lodge,2,3,2,263,Townhouse,4583,55276,0.445,-33.88032,151.18079,16,0.1,197.9,3.18,2021.0,5.0
475000,Toukley,1,3,1,696,House,4550,25844,3.683,-33.25799,151.54324,4,1.5,174.2,74.11,2017.0,7.0
1800000,Bexley North,2,3,1,411,House,4097,31876,1.204,-33.94238,151.11532,41,0.1,197.9,12.24,2021.0,5.0
1225000,Leichhardt,1,1,0,101,House,14625,56784,2.595,-33.88143,151.15595,31,0.1,220.1,5.31,2021.0,10.0
4000000,Stanmore,2,4,1,319,House,7938,55484,1.218,-33.8937,151.16537,29,0.1,220.1,5.2,2021.0,10.0
3215000,Hurstville,5,6,2,603,House,29822,25116,4.226,-33.96268,151.1006,64,0.1,220.1,14.81,2021.0,11.0
2820000,Oyster Bay,3,5,2,1062,House,5488,47736,2.101,-34.0069,151.08096,11,0.1,220.1,19.73,2021.0,9.0
700000,Glenmore Park,2,4,1,426,House,23004,45916,9.74,-33.79317,150.68049,54,0.25,172.6,49.65,2020.0,9.0
1300000,Springfield,3,4,3,841,House,4104,34320,4.586,-33.42768,151.372,20,0.1,210.1,50.8,2021.0,6.0
2000000,Hunters Hill,3,5,2,591,House,9528,48828,3.632,-33.83054,151.14729,2,0.25,167.6,6.95,2020.0,7.0
1820000,Beverley Park,2,3,3,524,House,2393,39208,1.006,-33.97729,151.13054,7,0.11,172.6,14.44,2020.0,11.0
595000,The Entrance,3,5,2,430,House,4006,26572,1.655,-33.34383,151.4961,15,0.76,166.4,63.63,2019.0,10.0
1205000,West Ryde,2,4,1,366,Duplex,13394,38584,3.566,-33.8063,151.08417,35,1.5,160.5,13.34,2018.0,10.0
792000,Glenmore Park,2,3,1,531,House,23004,45916,9.74,-33.79317,150.68049,54,0.1,197.9,49.65,2021.0,5.0
950000,Sydney,1,2,0,97,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,1.5,171.9,0.31,2017.0,12.0
4307000,Pyrmont,2,2,1,215,Apartment / Unit / Flat,12813,57772,0.933,-33.86923,151.19249,27,0.1,210.1,1.67,2021.0,8.0
2850000,North Balgowlah,2,3,2,583,House,3667,51064,1.122,-33.78698,151.25148,81,0.1,220.1,9.49,2021.0,10.0
665000,Wyoming,1,3,2,784,House,10134,29380,7.138,-33.40534,151.3625,32,1.5,160.5,52.93,2018.0,10.0
2160000,Baulkham Hills,2,4,2,696,House,37050,41288,16.003,-33.74634,150.98287,93,0.1,220.1,24.81,2021.0,10.0
820000,Bateau Bay,3,4,2,551,House,12146,30316,6.938,-33.38486,151.47128,31,0.11,172.6,58.53,2020.0,11.0
3180000,North Ryde,3,5,2,480,House,10860,36712,5.36,-33.79673,151.1332,59,0.1,220.1,10.39,2021.0,11.0
810000,Chester Hill,1,2,1,626,House,12814,23504,3.976,-33.88004,150.99733,46,0.43,165.9,19.74,2020.0,3.0
2180000,Middle Cove,2,3,2,407,House,1340,53404,1.036,-33.79242,151.21235,59,0.11,172.6,8.07,2020.0,11.0
1355000,Picnic Point,2,4,1,280,Semi-Detached,6160,40560,3.859,-33.97301,151.00632,33,0.1,220.1,22.31,2021.0,11.0
2500000,Curl Curl,1,3,1,373,House,2414,53612,1.276,-33.76971,151.28907,19,0.1,197.9,12.88,2021.0,10.0
5450000,Blakehurst,3,4,4,1088,House,6219,37700,2.313,-33.99061,151.10947,37,0.1,210.1,16.73,2021.0,8.0
2280000,Balmain East,1,2,0,122,House,1932,68380,0.343,-33.85546,151.19357,20,0.1,220.1,1.85,2021.0,10.0
881000,Quakers Hill,2,4,2,500,House,27080,40196,9.727,-33.72826,150.88995,40,0.43,165.9,33.29,2020.0,3.0
1105000,Berkeley Vale,2,4,1,575,House,8355,33852,6.142,-33.34073,151.42855,10,0.1,220.1,61.6,2021.0,10.0
2178000,Gymea,3,4,1,335,Semi-Detached,7589,42900,2.185,-34.03656,151.0841,74,0.1,220.1,22.29,2021.0,11.0
2610000,Hornsby,3,4,4,930,House,22168,38792,8.386,-33.69724,151.10055,187,0.1,220.1,21.2,2021.0,10.0
800000,Mount Annan,2,4,2,683,House,11703,43680,10.226,-34.06403,150.76318,115,1.5,169.8,46.81,2018.0,5.0
600000,Ambarvale,1,3,1,602,House,7374,28912,2.882,-34.089,150.79408,118,1.5,160.5,45.75,2018.0,11.0
1380000,Manly Vale,2,4,2,393,House,6160,48620,1.905,-33.78215,151.26601,31,0.75,166.4,10.57,2019.0,11.0
2700000,Church Point,2,4,4,708,House,997,54132,0.721,-33.65154,151.28137,73,0.1,220.1,24.6,2021.0,10.0
1435000,Narraweena,2,3,1,556,House,6608,34008,1.776,-33.75,151.27239,83,1.77,155.2,14.02,2016.0,5.0
1680000,Bangor,3,5,2,831,House,5568,44096,3.922,-34.01671,151.03226,100,0.1,220.1,23.5,2021.0,11.0
400000,Cranebrook,0,0,0,447,Vacant land,15759,40716,14.949,-33.70698,150.70828,48,1.5,176.6,49.66,2017.0,4.0
1255000,Long Jetty,2,3,1,670,House,6390,28288,2.539,-33.35917,151.48543,10,0.1,220.1,61.67,2021.0,10.0
850000,Rydalmere,1,2,1,651,House,6642,33540,3.8,-33.81378,151.03784,13,1.5,153.5,16.91,2019.0,5.0
4800000,Cabarita,5,5,2,559,House,1957,52988,0.499,-33.84744,151.11635,10,0.1,210.1,8.88,2021.0,8.0
1552000,Asquith,3,5,2,695,House,3376,40924,3.502,-33.68827,151.11987,153,1.5,154.2,21.32,2019.0,2.0
630000,St Marys,2,3,3,689,House,12195,32760,9.696,-33.75951,150.77085,29,1.5,160.5,42.31,2018.0,11.0
1025000,Petersham,1,2,0,73,Apartment / Unit / Flat,8116,52884,1.287,-33.89452,151.1556,41,0.1,210.1,5.99,2021.0,7.0
760000,Alexandria,1,2,1,118,Apartment / Unit / Flat,8262,69732,3.516,-33.9082,151.19191,9,1.5,154.2,5.06,2019.0,2.0
1755000,Collaroy,3,4,2,556,House,7870,49660,2.679,-33.73559,151.30351,14,1.5,174.0,16.78,2017.0,10.0
1017000,Lakemba,1,3,2,498,House,17023,22204,2.187,-33.91825,151.07547,33,0.1,197.9,13.76,2021.0,3.0
650000,Macquarie Fields,1,4,2,561,House,13714,26936,7.013,-33.99111,150.8917,35,1.5,174.2,32.57,2017.0,8.0
1595000,Strathfield South,1,4,2,550,House,3546,36660,2.511,-33.89656,151.0793,12,0.1,220.1,12.57,2021.0,12.0
2000500,Leichhardt,2,4,1,194,Townhouse,14625,56784,2.595,-33.88143,151.15595,31,0.1,220.1,5.31,2021.0,9.0
3350000,Turramurra,4,5,2,1556,House,11919,49920,6.001,-33.73444,151.12793,183,0.1,220.1,16.36,2021.0,11.0
2275000,Auburn,2,5,2,1277,House,37366,22568,8.564,-33.85787,151.02827,33,1.5,176.6,16.83,2017.0,5.0
710000,Chester Hill,2,3,4,556,House,12814,23504,3.976,-33.88004,150.99733,46,1.5,174.0,19.74,2017.0,9.0
1680000,Rodd Point,2,4,1,288,House,1376,44876,0.374,-33.86584,151.14375,10,1.5,169.8,6.12,2018.0,5.0
2110000,Annandale,1,2,0,184,House,9451,60424,1.493,-33.87982,151.16973,24,0.1,220.1,4.06,2021.0,10.0
1810000,Cherrybrook,2,4,2,894,House,18765,39936,8.26,-33.72178,151.04593,156,0.25,167.6,21.99,2020.0,7.0
4675000,Cronulla,2,4,2,910,House,18070,52364,3.872,-34.05635,151.15411,17,0.1,220.1,21.83,2021.0,11.0
1350000,Edensor Park,3,5,2,632,House,9772,25376,3.096,-33.87884,150.87759,56,0.1,220.1,30.78,2021.0,10.0
3350000,Randwick,2,4,0,266,House,29986,57460,5.308,-33.91839,151.24013,68,0.1,220.1,6.53,2021.0,11.0
1900000,Mascot,3,4,2,285,House,14772,41912,11.961,-33.9466,151.18371,3,0.1,220.1,9.35,2021.0,12.0
649000,Cranebrook,1,3,1,450,House,15759,40716,14.949,-33.70698,150.70828,48,0.1,183.1,49.66,2020.0,12.0
1455000,Macquarie Links,3,5,2,700,House,1360,47372,1.772,-33.97953,150.87193,45,0.1,220.1,33.73,2021.0,9.0
1060000,Wiley Park,2,4,2,460,House,10126,23036,1.362,-33.9234,151.06765,39,0.1,220.1,14.66,2021.0,12.0
1125000,Prospect,3,5,2,565,House,4716,37544,13.776,-33.81244,150.90067,57,0.1,210.1,29.21,2021.0,7.0
1750000,Stanmore,2,3,1,226,House,7938,55484,1.218,-33.8937,151.16537,29,1.5,167.6,5.2,2016.0,10.0
1670000,Empire Bay,2,5,4,5841,Acreage / Semi-Rural,2400,32604,3.974,-33.5035,151.36918,5,0.1,197.9,42.74,2021.0,5.0
1150000,Milperra,1,4,3,562,House,3952,36244,5.371,-33.94109,150.98349,15,0.1,197.9,22.57,2021.0,5.0
935000,Berala,1,3,1,462,House,9049,24544,2.128,-33.87461,151.03345,34,1.5,167.6,16.36,2016.0,11.0
1380000,Oakhurst,4,7,4,455,House,6955,36764,2.027,-33.73724,150.83862,41,0.1,220.1,37.19,2021.0,9.0
1100000,Chittaway Point,2,3,2,572,House,941,34320,1.624,-33.32251,151.44816,5,0.1,220.1,64.12,2021.0,9.0
1749000,Haberfield,1,3,0,221,House,6457,41652,2.383,-33.87968,151.1391,21,0.1,210.1,6.75,2021.0,6.0
1685000,Enmore,1,3,1,171,House,3880,53872,0.442,-33.90021,151.16983,30,0.1,197.9,5.37,2021.0,4.0
1200000,Gorokan,1,3,2,1050,House,8367,26468,3.087,-33.25377,151.50567,14,0.1,220.1,73.16,2021.0,9.0
3415000,Fairlight,1,3,3,328,House,5840,65000,1.168,-33.79412,151.27428,38,0.1,220.1,9.88,2021.0,10.0
1297000,Bossley Park,3,4,2,603,House,14585,25012,4.536,-33.86202,150.88392,56,0.1,220.1,30.17,2021.0,11.0
1100000,Lurnea,1,3,4,910,House,9311,22724,2.504,-33.93623,150.89729,34,0.1,220.1,29.97,2021.0,11.0
605000,Ourimbah,1,3,2,612,House,3951,37180,87.154,-33.31517,151.32611,191,1.5,174.0,61.95,2017.0,11.0
280000,Watanobbi,0,0,0,808,Vacant land,3861,27508,1.742,-33.26813,151.42636,49,1.5,160.5,69.2,2018.0,11.0
2200000,Taren Point,2,4,3,303,House,1734,36296,1.359,-34.01833,151.12465,8,0.25,172.6,18.73,2020.0,9.0
1280000,Berala,1,3,1,556,House,9049,24544,2.128,-33.87461,151.03345,34,0.1,210.1,16.36,2021.0,10.0
705000,Gregory Hills,2,4,1,374,House,4985,51116,6.388,-34.02724,150.77608,117,0.25,172.6,43.95,2020.0,10.0
2100000,Bateau Bay,3,3,2,682,House,12146,30316,6.938,-33.38486,151.47128,31,0.1,220.1,58.53,2021.0,9.0
2300000,Carss Park,4,5,2,581,House,1252,36816,0.63,-33.98679,151.11717,22,0.1,197.9,15.99,2021.0,12.0
670000,Elderslie,2,4,2,470,House,6005,43160,5.041,-34.0577,150.71508,86,0.75,166.4,50.48,2019.0,11.0
1280000,Bensville,2,5,2,551,House,2545,36764,4.925,-33.49914,151.39045,27,0.1,210.1,43.91,2021.0,6.0
1300000,Richmond,2,6,6,1289,House,5482,32812,26.813,-33.60517,150.75869,22,0.1,183.1,50.79,2020.0,12.0
1750000,Caringbah,2,5,2,645,House,11658,42380,4.089,-34.03534,151.12423,22,1.5,172.7,20.47,2016.0,12.0
690000,Wyong,2,4,3,2396,House,4326,25480,11.434,-33.27889,151.43056,3,2.0,155.2,68.18,2016.0,3.0
1000000,Dee Why,1,2,2,179,Apartment / Unit / Flat,21518,44980,3.049,-33.75117,151.29037,15,0.76,166.4,14.67,2019.0,10.0
835000,Schofields,2,4,2,325,House,4983,42744,13.875,-33.70583,150.8735,29,0.25,172.6,35.82,2020.0,10.0
1070000,Narellan Vale,3,5,3,899,House,7193,40352,2.481,-34.05177,150.74372,98,0.1,220.1,47.8,2021.0,10.0
398000,Gorokan,1,2,1,834,House,8367,26468,3.087,-33.25377,151.50567,14,0.76,166.4,73.16,2019.0,11.0
1060000,Zetland,2,2,2,134,Apartment / Unit / Flat,10078,45604,0.805,-33.90769,151.2083,23,0.1,220.1,4.72,2021.0,11.0
1710000,Mascot,1,3,0,351,House,14772,41912,11.961,-33.9466,151.18371,3,0.1,220.1,9.35,2021.0,11.0
2450000,St Ives,1,3,1,929,House,17300,48464,14.264,-33.72491,151.16978,167,0.1,183.1,15.99,2021.0,2.0
1356000,Niagara Park,4,5,4,966,House,2743,33384,4.78,-33.37876,151.34724,120,0.1,210.1,55.43,2021.0,7.0
640000,The Entrance,1,2,1,670,House,4006,26572,1.655,-33.34383,151.4961,15,1.5,176.6,63.63,2017.0,5.0
2790000,Denistone,4,6,2,689,House,3751,40040,1.508,-33.79872,151.08981,58,0.1,220.1,13.34,2021.0,11.0
2250000,Daleys Point,2,2,2,2158,House,681,26936,1.339,-33.50408,151.35585,115,1.5,171.9,42.27,2017.0,12.0
1108000,Claremont Meadows,3,4,3,551,House,4776,41704,3.04,-33.7743,150.75296,43,1.5,176.6,43.49,2017.0,3.0
1235000,Bungarribee,2,4,2,691,House,2638,50440,2.458,-33.77976,150.86393,36,0.1,197.9,33.4,2021.0,3.0
2620000,Killcare Heights,3,5,2,696,House,745,40716,2.146,-33.52256,151.37418,127,0.1,197.9,40.94,2021.0,3.0
750000,Seven Hills,2,4,1,556,House,19326,33540,9.629,-33.77743,150.94272,38,1.5,153.5,26.58,2019.0,3.0
1320000,Eveleigh,2,3,2,221,Apartment / Unit / Flat,663,43888,0.527,-33.89576,151.19219,24,0.25,167.6,3.77,2020.0,10.0
608000,Bateau Bay,1,3,1,586,House,12146,30316,6.938,-33.38486,151.47128,31,0.11,172.6,58.53,2020.0,11.0
2210000,Westleigh,3,4,2,740,House,4456,44044,3.821,-33.70912,151.07001,168,0.1,210.1,21.62,2021.0,8.0
510000,Gorokan,1,3,1,512,House,8367,26468,3.087,-33.25377,151.50567,14,0.1,183.1,73.16,2021.0,2.0
2225000,Lindfield,1,3,1,972,House,9791,51064,5.131,-33.78063,151.16255,80,0.1,210.1,10.35,2021.0,6.0
2155000,Kyle Bay,4,5,2,720,House,1035,47528,0.369,-33.98937,151.10096,12,0.25,165.9,17.07,2020.0,5.0
1740000,Pemulwuy,3,5,4,371,House,5009,52832,3.777,-33.82108,150.92398,57,0.1,220.1,26.91,2021.0,11.0
1650000,North Sydney,1,3,3,206,Terrace,7705,68744,1.471,-33.83662,151.20958,72,1.5,167.6,3.16,2016.0,11.0
2300000,Waterloo,2,3,0,253,House,14616,40872,1.134,-33.90035,151.20733,30,0.1,210.1,3.91,2021.0,7.0
560000,Girraween,1,2,1,124,Villa,5590,35152,2.316,-33.80002,150.94399,58,1.5,166.6,25.65,2018.0,6.0
1950000,North Curl Curl,6,6,4,592,House,4117,48152,1.215,-33.76314,151.29088,14,1.5,160.5,13.57,2018.0,10.0
1410000,Jannali,2,3,2,214,Townhouse,6184,40560,2.496,-34.01586,151.06319,76,0.1,220.1,21.53,2021.0,12.0
4250000,Balgowlah,2,4,2,375,House,7961,56576,1.959,-33.79453,151.26125,58,0.1,210.1,9.16,2021.0,8.0
2035000,Beaumont Hills,2,4,2,673,House,9042,46488,3.19,-33.69788,150.94161,67,0.1,220.1,31.01,2021.0,11.0
1800000,Northbridge,2,3,1,175,Apartment / Unit / Flat,6347,60060,2.728,-33.8112,151.2183,87,0.1,197.9,6.03,2021.0,4.0
751000,Asquith,2,2,1,178,Townhouse,3376,40924,3.502,-33.68827,151.11987,153,1.5,160.5,21.32,2018.0,10.0
1750000,Cromer,2,3,3,387,House,7592,40144,6.206,-33.73041,151.26832,32,0.1,197.9,15.89,2021.0,3.0
852000,Leumeah,2,6,0,929,House,9835,32292,4.055,-34.05375,150.83957,81,1.5,174.0,40.12,2017.0,10.0
710000,Elderslie,2,4,2,464,House,6005,43160,5.041,-34.0577,150.71508,86,0.76,166.4,50.48,2019.0,10.0
1850000,Kirkham,3,5,2,4079,House,699,48256,4.22,-34.03394,150.70955,82,0.11,172.6,49.9,2020.0,11.0
1690000,Homebush West,3,6,4,562,House,8609,35412,1.235,-33.86291,151.06711,22,0.25,165.9,13.21,2020.0,5.0
1350000,Cranebrook,2,4,3,2000,House,15759,40716,14.949,-33.70698,150.70828,48,0.1,183.1,49.66,2020.0,10.0
850000,Moorebank,2,4,4,680,House,9747,38792,12.516,-33.94248,150.94138,15,0.25,165.9,26.27,2020.0,4.0
1560000,Hunters Hill,2,3,2,179,Apartment / Unit / Flat,9528,48828,3.632,-33.83054,151.14729,2,0.25,172.6,6.95,2020.0,10.0
1640000,Gladesville,1,2,0,531,House,11827,48568,3.507,-33.82789,151.12645,46,0.11,172.6,8.76,2020.0,11.0
1100000,Haymarket,2,2,1,124,Apartment / Unit / Flat,7353,24076,0.518,-33.88148,151.20456,27,0.1,183.1,1.88,2021.0,12.0
2310000,Pennant Hills,3,6,2,701,House,7287,43472,6.123,-33.73636,151.07741,168,0.1,210.1,18.83,2021.0,7.0
1600000,Westmead,2,5,2,556,House,16309,40040,2.945,-33.80918,150.98696,41,0.1,210.1,21.55,2021.0,8.0
1275000,Point Clare,2,5,2,490,House,3731,31772,3.336,-33.44017,151.31715,62,0.1,210.1,48.17,2021.0,7.0
700000,Berkeley Vale,2,4,2,588,House,8355,33852,6.142,-33.34073,151.42855,10,0.25,172.6,61.6,2020.0,10.0
1590000,Daleys Point,4,4,4,778,House,681,26936,1.339,-33.50408,151.35585,115,0.1,197.9,42.27,2021.0,3.0
1270000,Northmead,3,6,3,708,House,11215,40924,4.286,-33.78379,150.99349,49,1.5,176.6,21.97,2017.0,3.0
1758000,Oatlands,2,4,3,739,House,5660,36660,2.462,-33.79508,151.02527,54,1.5,176.6,18.77,2017.0,4.0
1781000,Forest Lodge,1,2,0,89,House,4583,55276,0.445,-33.88032,151.18079,16,0.1,210.1,3.18,2021.0,8.0
5250000,Longueville,4,5,3,714,House,2060,72904,0.993,-33.82863,151.16811,44,0.25,172.6,5.6,2020.0,10.0
459000,Wyoming,0,0,0,646,Vacant land,10134,29380,7.138,-33.40534,151.3625,32,0.25,172.6,52.93,2020.0,10.0
2470000,Eastwood,2,4,2,714,House,17865,30368,5.194,-33.78849,151.08514,75,0.1,220.1,14.34,2021.0,11.0
5500000,Terrigal,3,4,4,1079,Apartment / Unit / Flat,11349,38168,8.691,-33.44581,151.42873,68,0.1,220.1,50.75,2021.0,10.0
1250000,Putney,2,3,1,336,House,4107,44876,1.508,-33.8268,151.10602,35,2.0,155.2,10.51,2016.0,4.0
8100000,Roseville,10,15,8,2479,House,10082,51896,3.923,-33.78256,151.18105,89,0.1,220.1,9.54,2021.0,12.0
1200000,Yagoona,1,3,1,601,House,18013,24284,4.618,-33.90422,151.02148,44,0.1,220.1,17.96,2021.0,11.0
2065000,Lugarno,3,4,3,670,House,5606,40768,2.679,-33.98105,151.04426,47,0.1,220.1,20.0,2021.0,11.0
1030000,Claremont Meadows,3,5,2,570,House,4776,41704,3.04,-33.7743,150.75296,43,1.5,153.5,43.49,2019.0,5.0
1945000,Belrose,2,3,2,370,House,8780,39728,13.636,-33.72159,151.21169,156,0.1,220.1,15.92,2021.0,10.0
1762000,Mount Colah,3,4,2,843,House,7095,43056,11.062,-33.66638,151.12988,117,0.1,220.1,23.26,2021.0,10.0
